title,location,company,contract_type,experience_level,url,description
OpenText-Content server/ XECM Developer,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-OpenText-Content-server-XECM-Developer/1095422201/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleTroubleshoot and implement large and complex Extended ECM integrated Solutions within the client system architectureVery good judgement skills and ability to shape compelling solutions and solve unstructured problems with assumptionsVery good collaboration skills and ability to interact with multi-cultural and multi-functional teams spread across geographiesIn depth knowledge of Records Manager & Rich experience in OpenText components is an added advantageSuperb leadership and team building skills with ability to build consensus and achieve goals through collaboration rather than direct line authority Your ProfileExperience in Open Text ECM or xECM.Extension hand-on experience with xECM Solutions and experience in OpenText xECM implementation for SuccessFactors with cloud integration and powerdocs templates designing is a must.xECM for SuccessFactors end to end implementation with Docusign and custom application link is a must.OpenText Extended ECM experience including Content Server 22.x, Archive Server , OTDS.Well-versed in creating workflow, forms and business validation process using xECM suiteExpertise in Java scripting, OScript, Scripting languages, SQL/Oracle Database & familiar with GCP and Docusign IntegrationExperience on customization using Web-Services, REST APIsWhat you’ll love about working hereChoosing Capgemini means having the opportunity to make a difference, whether for the world’s leading businesses or for society. It means getting the support you need to shape your career in the way that works for you. It means when the future doesn’t look as bright as you’d like, you have the opportunity to make change: to rewrite it. When you join Capgemini, you don’t just start a new job. You become part of something bigger. A diverse collective of free-thinkers, entrepreneurs and experts, all working together to unleash human energy through technology, for an inclusive and sustainable future. At Capgemini, people are at the heart of everything we do! You can exponentially grow your career by being part of innovative projects and taking advantage of our extensive Learning & Development programs. With us, you will experience an inclusive, safe, healthy, and flexible work environment to bring out the bestin you! You also get a chance to make positive social change and build a better world by taking an active role in our Corporate Social Responsibility and Sustainability initiatives. And whilst you make a difference, you will also have a lot of fun. About CapgeminiCapgemini is a global business and technology transformation partner, helping organizations to accelerate their dual transition to a digital and sustainable world, while creating tangible impact for enterprises and society. It is a responsible and diverse group of 340,000 team members in more than 50 countries. With its strong over 55-year heritage, Capgemini is trusted by its clients to unlock the value of technology to address the entire breadth of their business needs. It delivers end-to-end services and solutions leveraging strengths from strategy and design to engineering, all fueled by its market leading capabilities in AI, generative AI, cloud and data, combined with its deep industry expertise and partner ecosystem."
AWS Java,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-AWS-Java/1419512233/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionWorks in the area of Software Engineering which encompasses the development maintenance and optimization of software solutions and applications.1. Applies scientific methods to analyse and solve software engineering problems.2. He or she is responsible for the development and application of software engineering practice and knowledge in research design development and maintenance.3. He or she work requires the exercise of original thought and judgement and the ability to supervise the technical and administrative work of other software engineers.4. The software engineer builds skills and expertise of his or her software engineering discipline to reach standard software engineer skills expectations for the applicable role as defined in Professional Communities.5. The software engineer collaborates and acts as team player with other software engineers and stakeholders.Job Description - Grade SpecificIs highly respected, experienced and trusted. Masters all phases of the software development lifecycle and applies innovation and industrialization. Shows a clear dedication and commitment to business objectives and responsibilities and to the group as a whole. Operates with no supervision in highly complex environments and takes responsibility for a substantial aspect of Capgeminis activity. Is able to manage difficult and complex situations calmly and professionally. Considers ˜the bigger picture when making decisions and demonstrates a clear understanding of commercial and negotiating principles in less easy situations. Focuses on developing long term partnerships with clients. Demonstrates leadership that balances business, technical and people objectives.  Plays a significant part in the recruitment and development of people."
Salesforce Marketing Cloud & Personalization Specialist 1,Navi Mumbai,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Navi-Mumbai-Salesforce-Marketing-Cloud-&-Personalization-Specialist-1/1385244533/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleWe are looking for an experienced Salesforce Marketing Cloud (SFMC) Developer 6+ years to design, build, and support scalable marketing automation solutions. You will partner with business and marketing teams to deliver personalized customer journeys, automated campaigns, and integrated data-driven communications using SFMC.Your ProfileBuild and enhance SFMC solutions using AMPscript, SQL, and SSJS, including dynamic and responsive email templates.Develop Cloud Pages using HTML, CSS, JavaScript, and AMPscript for landing pages, preference centers, and campaign experiences.Hands‑on experience across Marketing Cloud Studios and Builders, including Email Studio, Journey Builder, Automation Studio, MobileConnect, and Personalization Builder for Emails, with strong understanding of Audience Builder.Strong knowledge of the Marketing Cloud contact data model, data extensions, and database integrations.Ability to translate business requirements into scalable technical solutions across multiple business units.Exposure to REST/SOAP web service integrations is an added advantage.Mandatory: Hands‑on SFMC development experience with AMPscript + SQL + SSJS and SFMC certification (SFMC Developer / SFMC Consultant / Salesforce Data Cloud).What you'll love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Full Stack Developer,Chennai (ex Madras),Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Chennai-%28ex-Madras%29-Full-Stack-Developer/1410651533/?feedId=388633&utm_source=CareerSite&tcsource=apply,"At Capgemini Engineering, the world leader in engineering services, we bring together a global team of engineers, scientists, and architects to help the world’s most innovative companies unleash their potential. From autonomous cars to life-saving robots, our digital and software technology experts think outside the box as they provide unique R&D and engineering services across all industries. Join us for a career full of opportunities. Where you can make a difference. Where no two days are the same.Job DescriptionFull Stack Developer (MEAN / MERN / MEVN with GenAI and RAG)Location :- Nellikupam, Chennai Experience 4+ yearsChoosing Capgemini means choosing a place where you'll be empowered to shape your career, supported by a collaborative global community, and inspired to reimagine what's possible. Join us in building next-generation digital platforms and intelligent applications that leverage modern JavaScript frameworks and emerging AI technologies. Based on the format provided in the uploaded document.Your RoleAs a Full Stack Developer, you will be responsible for designing, developing, and maintaining scalable web applications using modern JavaScript technologies across the frontend and backend. You will collaborate with cross-functional teams to deliver high-performance, secure, and user-centric solutions while contributing to the adoption of Generative AI capabilities.In this role, you will:Design, develop, and maintain scalable full-stack applications using MEAN, MERN, and MEVN technology stacks.Build rich, interactive, and responsive user interfaces using Angular, React, and Vue.js.Develop backend services, business logic, and RESTful APIs using Node.js and Express.js.Work with MongoDB and other NoSQL databases to design efficient and scalable data models.Implement AJAX-based interactions and advanced DOM manipulation techniques to enhance user experience.Collaborate closely with Product Owners, UI/UX Designers, QA teams, and DevOps engineers throughout the software development lifecycle.Build, test, and deploy applications through CI/CD pipelines and modern DevOps practices.Good to HaveDevelop and integrate Generative AI solutions into enterprise applications.Implement LLM-based capabilities such as conversational chatbots, content generation, summarization, and intelligent search.Design and develop Retrieval-Augmented Generation (RAG) pipelines.Build AI-powered workflows using frameworks such as LangChain.Experience working with Vector Databases, Prompt Engineering, and AI orchestration frameworks.Familiarity with cloud platforms such as Azure, AWS, or Google Cloud for AI deployments.Your ProfileStrong hands-on experience with JavaScript, TypeScript, Node.js, Express.js, Angular, React.js, and/or Vue.js.Experience building scalable web applications using MEAN, MERN, or MEVN frameworks.Proficiency in MongoDB and other NoSQL databases.Good understanding of REST APIs, microservices architecture, and web security principles.Experience with Git, CI/CD pipelines, and Agile development methodologies. About UsCapgemini is a global business and technology transformation partner, helping organizations accelerate their digital transformation journeys. With deep industry expertise and market-leading capabilities in cloud, data, AI, and software engineering, Capgemini supports clients in addressing complex business challenges and driving sustainable growth. Capgemini's diverse global workforce is committed to unleashing human energy through technology for an inclusive and sustainable future. Job Description - Grade SpecificFocus on Digital Continuity and Manufacturing. Develops competency in own area of expertise. Shares expertise and provides guidance and support to others. Interprets clients needs. Completes own role independently or with minimum supervision. Identifies problems and relevant issues in straight forward situations and generates solutions. Contributes in teamwork and interacts with customers.At Capgemini Engineering, the world leader in engineering services, we bring together a global team of engineers, scientists, and architects to help the world’s most innovative companies unleash their potential. From autonomous cars to life-saving robots, our digital and software technology experts think outside the box as they provide unique R&D and engineering services across all industries. Join us for a career full of opportunities. Where you can make a difference. Where no two days are the same."
Forgerock/Ping One AIC Senior Developer,Pune,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-ForgerockPing-One-AIC-Senior-Developer/1418253833/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleWe are looking for an experienced Forgerock/Ping One AIC Sr. Developer to join our Identity and Access Management (IAM) team with 9 - 12 years of experience to join our team for PAN India Location. The ideal candidate will be responsible for designing, developing, and maintaining ForgeRock IAM solutions to support secure and scalable identity services across the enterprise.  5-7 Years of ForgeRock/PingOne AIC development and support experience.Design and develop workflows for implementation of ForgeRock IAM using cutting-edge Java and Groovy based programs.Experience with ForgeRock/PingOne AIC Experience in installation and configurations.Must have a thorough understanding and work experience for Single Sign-On, Access management, Identity Federation, Multi-factor authentication, Risk-based authentication.Must have a thorough understanding and work experience for technologies such as Header based Single Sign On, SAML, OAuth, etc.Hands-On experience with ForgeRock customization like UI, writing scripts for Nodes, other custom scripts like OIDC, oauth2.0 and developing code using Javascript, JAVA and Groovy script.Experience on PingOne Advance Identity cloud (ForgeRock Identity Cloud) will be added advantage.Experience with ForgeRock OpenIDM (Identity management) system for On-time provisioning deprovisioning will be added advantage.Good to have knowledge of SSL certificate creation / deployment / renewal.knowledge of working in Agile and DevOps platform.Your ProfileWorking knowledge of IAM integration using REST, JAVA, Java script etc.Experience with Database (Oracle, MSSQL, MySQL etc)Experience with Directories (LDAP, Active Directory)Experience with Design document, Test case development.Experience with Application Servers (WebLogic/WebSphere/Tomcat/Apache).What you'll love about working hereYou can shape your career with us.We offer a range of career paths and internal opportunities within Capgemini group.You will also get personalized career guidance from our leaders.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Agentic AI Developer,Navi Mumbai,Capgemini Invent,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Navi-Mumbai-Agentic-AI-Developer/1402722133/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Your RoleWe are seeking a highly skilled Agentic AI Developer to design, build, and deploy intelligent autonomous systems using Azure AI Foundry. The role involves developing AI agents capable of reasoning, planning, and executing workflows using LLMs and enterprise data- Design agentic architectures- Build AI agents with planning and tool use- Develop multi-agent systems- Implement RAG pipelinesYour Profile- Integrate APIs and enterprise systems- Monitor performance and ensure responsible AI- Knowledge on Python / C# / JavaScript,Vector databases, API and microservices-Knowledge on Azure AI Foundry / Azure OpenAI and Prompt engineering and RAGWhat you will love about working here· We recognize the significance of flexible work arrangements to provide support. Be it remote work, or flexible work hours, you will get an environment to maintain healthy work life balance.· At the heart of our mission is your career growth. Our array of career growth programs and diverse professions are crafted to support you in exploring a world of opportunities.· Equip yourself with valuable certifications in the latest technologies such as Generative AI."
API Automation Test Engineer,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-API-Automation-Test-Engineer/1418096733/?feedId=388633&utm_source=CareerSite&tcsource=apply,"At Sogeti, we believe the best is inside every one of us. Whether you are early in your career or at the top of your game, we’ll encourage you to fulfill your potential to be better. Through our shared passion for technology, our entrepreneurial culture , and our focus on continuous learning, we’ll provide everything you need to do your best work and become the best you can be.​  Your RoleDesign, develop, and maintain automated API test scripts using Rest Assured and Java.Execute functional, integration, regression, and end-to-end testing for RESTful APIs and microservices.Validate API requests, responses, data integrity, and performance against business requirements.Collaborate with developers, business analysts, and QA teams to ensure high-quality releases.Analyze test results, log defects, and contribute to automation framework enhancements and CI/CD integration.Your Profile6-9 years of experience in QA/Test Automation with strong hands-on expertise in API Automation using Rest Assured and Java.Good understanding of REST APIs, JSON, XML, HTTP protocols, and API validation techniques.Experience with TestNG/JUnit, Maven, Git, and automation framework development.Exposure to API testing tools such as Postman, Swagger, and SoapUI, along with CI/CD tools like Jenkins.Strong analytical, debugging, and communication skills with experience working in Agile environments.What Will You Love Working at Capgemini?Opportunity to work on enterprise-scale digital transformation projects involving modern API and microservices architectures.Continuous learning, certification support, and a collaborative culture that enables career growth and innovation.Part of the Capgemini Group, Sogeti makes business value through technology for organizations that need to implement innovation at speed and want a local partner with global scale. With a hands-on culture and close proximity to its clients, Sogeti implements solutions that will help organizations work faster, better, and smarter. By combining its agility and speed of implementation through a DevOps approach, Sogeti delivers innovative solutions in quality engineering, cloud and application development, all driven by AI, data and automation.​ "
GW Automation Tester,Hyderabad,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Hyderabad-GW-Automation-Tester/1418100933/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDesign, develop, and execute automated test scripts using Playwright for Guidewire Insurance applications.Perform functional, regression, integration, and end-to-end testing across PolicyCenter, BillingCenter, and ClaimCenter modules.Collaborate with Business Analysts, Developers, and Product Owners to understand requirements and define test scenarios.Identify, log, track, and validate defects using test management and defect tracking tools.Participate in Agile ceremonies and contribute to continuous improvement of test automation frameworks and QA processes.Your Profile7+ years of experience in Insurance Testing with hands-on exposure to Guidewire applications.Strong expertise in Playwright automation using JavaScript/TypeScript and framework development.Good understanding of software testing methodologies, Agile practices, and test lifecycle management.Experience with API testing, CI/CD tools, Git, and test reporting frameworks.Excellent analytical, problem-solving, communication, and stakeholder management skills.What will you Love Working at CapgeminiOpportunity to work on large-scale digital transformation programs for leading global insurance clients.Access to cutting-edge automation technologies, cloud platforms, and continuous learning programs.Collaborative and inclusive work culture that encourages innovation and knowledge sharing.Clear career growth pathways with certifications, mentorship, and leadership development opportunitiesCapgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Java + Mulesoft || 6 to 9 Years || Hyderabad,Hyderabad,Capgemini,Permanent,Executives,https://careers.capgemini.com/job/Hyderabad-Java-%2B-Mulesoft-6-to-9-Years-Hyderabad/1418073233/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Job DescriptionJob Description - Grade SpecificIs fully competent in its own area and has a deep understanding of related programming concepts software design and software development principles. Works autonomously with minimal supervision. Able to act as a key contributor in a complex environment, lead the activities of a team for software design and software development. Acts proactively to understand internalorexternal client needs and offers advice even when not asked. Able to assess and adapt to project issues, formulate innovative solutions, work under pressure and drive team to succeed against its technical and commercial goals. Aware of profitability needs and may manage costs for specific projectorwork area. Explains difficult concepts to a variety of audiences to ensure meaning is understood. Motivates other team members and creates informal networks with key contacts outside own area."
Playwright Automation Testing,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Playwright-Automation-Testing/1417777933/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.Your RoleDevelop and execute automated test scripts using Playwright with JavaScript/TypeScript.Design and maintain scalable automation frameworks for web application testing.Create and manage test cases for functional, regression, and end-to-end testing.Integrate automation suites with CI/CD pipelines such as Azure DevOps, Jenkins, or GitHub Actions.Analyze test results, identify defects, and collaborate with development teams for resolution.Implement API and UI test automation following best practices and coding standards.Perform test execution, reporting, and continuous framework improvements.Ensure application quality, reliability, and performance across multiple browsers and platforms.Your ProfilePlaywright + TypeScript Automation Engineer with UI & API testing experience.SDET skilled in Playwright, JavaScript, CI/CD, and framework development.QA Automation Engineer with expertise in Playwright, TypeScript, and cross-browser testing.Automation Tester experienced in Playwright, REST APIs, Jenkins, and Agile methodologies.Senior QA professional specializing in Playwright automation and end-to-end testing.What will you love working at Capgemini?Opportunity to work on cutting edge digital banking transformationinitiatives with global clients.A culture that encourages learning, certification, and career growth in QA domain.Collaborative, inclusive, and people centric work environment.Access to world class resources, tools, and frameworks to deliver top quality solutions.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Playwright Automation,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Playwright-Automation/1417603433/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleDevelop, maintain, and execute API automation test scripts using Playwright (TypeScript/JavaScript) to ensure application quality and reliability.Design and implement robust API test frameworks, reusable utilities, and automation best practices.Validate REST API functionality, request/response payloads, authentication mechanisms, and integration workflows.Integrate automation suites with CI/CD pipelines and generate test execution reports for stakeholders.Collaborate with developers, product owners, and QA teams in an Agile environment to identify defects and improve test coverage.Your ProfileHands-on experience in Playwright API Automation with strong proficiency in TypeScript/JavaScript.Good understanding of REST APIs, JSON, HTTP protocols, API security, and tools such as Postman and Swagger.Experience in building and maintaining test automation frameworks and integrating with Jenkins, Azure DevOps, or GitHub Actions.Strong debugging, analytical, and problem-solving skills with expertise in defect tracking and root cause analysis.Ability to work independently, communicate effectively with cross-functional teams, and deliver high-quality results in Agile projects.What you will love about working hereYou can shape your career with us. We offer a range of career paths and internal opportunities within Capgemini group. You will also get personalized career guidance from our leaders.You will get comprehensive wellness benefits including health checks, telemedicine, insurance with top-ups, elder care, partner coverage or new parent support via flexible work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges. Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
AEM Cloud developer (AEMaaCS),Pune,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Pune-AEM-Cloud-developer-%28AEMaaCS%29/1414751333/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world.   Your RoleDesign and develop AEM components, templates, and workflows for AEM as a Cloud Service.Implement custom Sling models, OSGi services, and integrations with third-party systems.Optimize AEM performance, caching strategies, and cloud configurations.Collaborate with architects, UX designers, and backend teams to deliver high-quality solutions.Strong knowledge of Java, Sling, OSGi, JCR, and Dispatcher configurations.Experience with AEM Core Components, Editable Templates, and Content Fragment Models.Proficiency in CI/CD pipelines, Git, Maven, and Cloud Manager.Experience integrating AEM with Adobe Analytics, Target, and other Adobe Marketing Cloud tools. Your ProfileAdobe Certified Expert – AEM Sites Developer or Architect.Knowledge of performance tuning and security best practices in AEM Cloud.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.comCapgemini – home page – Make it realA global leader in consulting, technology services and digital transformation, we offer an array of integrated services combining technology with deep sector expertise. "
ServiceNow SecOps Developer,Bangalore,Capgemini,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-ServiceNow-SecOps-Developer/1416619033/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Choosing Capgemini means choosing a company where you will be empowered to shape your career in the way you’d like, where you’ll be supported and inspired by a collaborative community of colleagues around the world, and where you’ll be able to reimagine what’s possible. Join us and help the world’s leading organizations unlock the value of technology and build a more sustainable, more inclusive world. Your RoleAs a ServiceNow SecOps Developer at Capgemini, you will be responsible for designing, developing, and implementing robust security-focused solutions on the ServiceNow platform, with a strong emphasis on SecOps, IRM, and platform-wide capabilities.Develop and customize ServiceNow SecOps applications, including Vulnerability Response, Security Incident Response (SIR), and integrations with security tools.Configure workflows, forms, business rules, ACLs, and notifications aligned with security and compliance requirements.Integrate ServiceNow with third-party security tools and enterprise systems using REST/SOAP APIs and IntegrationHub.Perform troubleshooting, platform optimization, and provide ongoing support for SecOps implementations.Collaborate with security teams, IT stakeholders, and cross-functional units to gather requirements and deliver scalable, high-quality solutions.Your ProfileHands-on experience as a ServiceNow SecOps Developer with strong platform expertise across IRM, SecOps, ITSM, and ITOM.Strong programming skills in JavaScript, Python, HTML, CSS, XML, and experience with web services and APIs.Good understanding of security operations processes, including Vulnerability Management and Security Incident Response.Experience working with relational databases (MySQL/Oracle) and platform-level configurations.Excellent analytical, problem-solving, communication, and teamwork skills.Capgemini is an AI-powered global business and technology transformation partner, delivering tangible business value. We imagine the future of organizations and make it real with AI, technology and people. With our strong heritage of nearly 60 years, we are a responsible and diverse group of 420,000 team members in more than 50 countries. We deliver end-to-end services and solutions with our deep industry expertise and strong partner ecosystem, leveraging our capabilities across strategy, technology, design, engineering and business operations. The Group reported 2024 global revenues of €22.1 billion.Make it real | www.capgemini.com"
Cyber Security Architect,Bangalore,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-Cyber-Security-Architect/1416181933/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Your RoleAs a IOT cloud application architect you would be expected to have:• At least 12 years of hands on experience building scalable enterprise solutions / products on AWS/Azure/GCP• an understanding of scalable and distributed SaaS based platform architecture for IOT solutions• skills in NoSQL & RDBMS design, modelling and indexing.• hands on experience with building IOT applications• hands on experience with Cloud infrastructure services• experience on at least data streaming platform system like Kafka/Kinesis/Pulsar• hands on experience in Power / Energy / Industrial / Rail systems will be a plus• professional experience in building applications in AI using RAG architectures will be a plus point• professional experience in .Net / Golang /Python• familiarity with building rich UI applications using REACT or Angular• familiarity with modern day ci / cd best practices tuned to SaaS releases• hands on experience for writing API for a cloud native applicationYour role and responsibilities will include:• contribute to development of a IOT platform from Edge to Cloud• develop, test and integrate with paas services to build a new application to be run on a web interface as well as on mobile platforms• work across different teams to integrate the application through public APIs being developed Your ProfileDocumented experience and a strong working knowledge of the methodologies to conduct threat-modeling exercises on new applications and servicesPossess significant breadth across other disciplines (e. g., enterprise security architecture, compute services, storage, large-scale networking, virtualization, data center, integration architecture (API), orchestration technologies, systems resiliency, service support, application development lifecycle management (DevOps), and service delivery).Direct experience designing IAM technologies and services.Experience with one or more general purpose programming languages including: Java, C/C++, Python, JavaScript.Excellent command of Cybersecurity organization practices, operations risk management processes, principles, architectural requirements, engineering threats and vulnerabilities, including incident response methodologiesHands-on experience as an engineer or architect with public cloud technologies to include Amazon Web Services (AWS) and Microsoft Azure Cloud Platforms.What will you love working at Capgemini You will have the opportunity to learn on one of the industry's largest digital learning platforms, with access to 250,000+ courses and numerous certifications.We’re committed to ensure that people of all backgrounds feel encouraged and have a sense of belonging at Capgemini. You are valued for who you are, and you can bring your original self to work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges. Capgemini office campuses in India are green and run on 100% renewable electricity. We have installed Solar plants across India locations and ‘Battery Energy Storage Solution’ (BESS) in the Noida and Mumbai campuses. You will have chance to make a difference everyday."
CPRD Modernization,Bangalore,Capgemini Engineering,Permanent,Experienced Professionals,https://careers.capgemini.com/job/Bangalore-CPRD-Modernization/1416217733/?feedId=388633&utm_source=CareerSite&tcsource=apply,"Your RoleEnterprise Architect – Platform Engineering (Java, Python, Cloud Native & GenAI)Seeking a seasoned Enterprise Architect to lead enterprise-wide platform modernization, cloud transformation, and AI-driven innovation initiatives. The ideal candidate will bring strong expertise in Java, Python, Cloud Native architectures, Platform Engineering, and Generative AI, with experience delivering scalable digital platformsDefine enterprise architecture strategy, target-state roadmaps, and technology standards.Architect and modernize enterprise platforms using microservices, APIs, event-driven architectures, and cloud-native technologies.Lead Platform Engineering initiatives focused on developer experience, DevSecOps, automation, and operational excellence.Drive adoption of GenAI solutions including AI agents, RAG platforms, LLM integrations, and intelligent automation.Partner with business and technology stakeholders to align architecture with business objectives.Establish governance, security, scalability, resiliency, and observability standards across platforms.Your ProfileEnterprise Architecture, Solution Architecture, TOGAFJava (Spring Boot), Python, REST APIsMicroservices, Domain-Driven Design, Event-Driven ArchitectureAWS, Azure, or GCP; Kubernetes, Docker, TerraformPlatform Engineering, DevSecOps, CI/CDGenAI, LLMs, RAG, AI Agents, Vector DatabasesSecurity, Observability, Reliability EngineeringWhat will you love working at Capgemini You will have the opportunity to learn on one of the industry's largest digital learning platforms, with access to 250,000+ courses and numerous certifications.We’re committed to ensure that people of all backgrounds feel encouraged and have a sense of belonging at Capgemini. You are valued for who you are, and you can bring your original self to work.At Capgemini, you can work on cutting-edge projects in tech and engineering with industry leaders or create solutions to overcome societal and environmental challenges. Capgemini office campuses in India are green and run on 100% renewable electricity. We have installed Solar plants across India locations and ‘Battery Energy Storage Solution’ (BESS) in the Noida and Mumbai campuses. You will have chance to make a difference everyday."
